t,Date,DOY,hour,air_temperature,PARi,soil_temperature,humidity,ambient_CO2,Wind
0,15/10/1998,288,15,14.3,258.1111111,13.27727273,1,360,0.9
1,15/10/1998,288,16,13.9,190.7777778,13.23913043,1,360,0.9
2,15/10/1998,288,17,13.6,44.88888889,13.19166667,1,360,0.9
3,15/10/1998,288,18,13.2,0,13.152,1,360,0.9
4,15/10/1998,288,19,13,0,13.12307692,1,360,0.9
5,15/10/1998,288,20,12.9,0,13.09259259,1,360,0.9
6,15/10/1998,288,21,12.7,0,13.06071429,1,360,0.9
7,15/10/1998,288,22,12.6,0,13.03103448,1,360,0.9
8,15/10/1998,288,23,12.4,0,13.00333333,1,360,0.9
9,15/10/1998,288,24,12.1,0,12.98709677,1,360,0.9
10,16/10/1998,289,1,12.2,0,12.996875,1,360,2.6
11,16/10/1998,289,2,12.4,0,13.03030303,1,360,2.6
12,16/10/1998,289,3,12.3,0,13.05151515,1,360,2.6
13,16/10/1998,289,4,12.2,0,13.08484848,1,360,2.6
14,16/10/1998,289,5,12.2,0,13.13333333,1,360,2.6
15,16/10/1998,289,6,12.2,0,13.20606061,1,360,2.6
16,16/10/1998,289,7,12.5,11.22222222,13.30909091,1,360,2.6
17,16/10/1998,289,8,13.3,89.77777778,13.43030303,1,360,2.6
18,16/10/1998,289,9,14.1,145.8888889,13.54545455,1,360,2.6
19,16/10/1998,289,10,15.2,280.5555556,13.64545455,1,360,2.6
20,16/10/1998,289,11,15.6,437.6666667,13.74545455,1,360,2.6
21,16/10/1998,289,12,15.6,347.8888889,13.82121212,1,360,2.6
22,16/10/1998,289,13,15.5,202,13.85757576,1,360,2.6
23,16/10/1998,289,14,16.4,314.2222222,13.88787879,0.97,360,2.6
24,16/10/1998,289,15,16.6,291.7777778,13.90909091,0.94,360,2.6
25,16/10/1998,289,16,16.4,213.2222222,13.90606061,0.93,360,2.6
26,16/10/1998,289,17,16,33.66666667,13.91515152,0.94,360,2.6
27,16/10/1998,289,18,15.7,0,13.92121212,0.97,360,2.6
28,16/10/1998,289,19,15.4,0,13.94242424,0.99,360,2.6
29,16/10/1998,289,20,14.7,0,13.97272727,1,360,2.6
30,16/10/1998,289,21,14.2,0,14.01515152,1,360,2.6
31,16/10/1998,289,22,13.8,0,14.05757576,1,360,2.6
32,16/10/1998,289,23,13.7,0,14.10606061,1,360,2.6
33,16/10/1998,289,24,14.6,0,14.15454545,1,360,2.6
34,17/10/1998,290,1,14.1,0,14.22424242,1,360,5.3
35,17/10/1998,290,2,14.3,0,14.34848485,1,360,5.3
36,17/10/1998,290,3,14.2,0,14.42424242,0.99,360,5.3
37,17/10/1998,290,4,14.4,0,14.5,0.96,360,5.3
38,17/10/1998,290,5,14.3,0,14.56060606,0.95,360,5.3
39,17/10/1998,290,6,14.3,0,14.58787879,0.94,360,5.3
40,17/10/1998,290,7,14.2,11.22222222,14.63939394,0.94,360,5.3
41,17/10/1998,290,8,14.7,56.11111111,14.7,0.95,360,5.3
42,17/10/1998,290,9,16.2,258.1111111,14.73939394,0.89,360,5.3
43,17/10/1998,290,10,14.7,202,14.68484848,0.94,360,5.3
44,17/10/1998,290,11,14.9,112.2222222,14.59393939,1,360,5.3
45,17/10/1998,290,12,14.3,157.1111111,14.45757576,1,360,5.3
46,17/10/1998,290,13,13.1,213.2222222,14.3,1,360,5.3
47,17/10/1998,290,14,13.9,426.4444444,14.11515152,0.96,360,5.3
48,17/10/1998,290,15,14.2,549.8888889,13.93333333,0.78,360,5.3
49,17/10/1998,290,16,13.8,336.6666667,13.71515152,0.67,360,5.3
50,17/10/1998,290,17,11.5,89.77777778,13.47575758,0.74,360,5.3
51,17/10/1998,290,18,11.1,0,13.23030303,0.76,360,5.3
52,17/10/1998,290,19,10.7,0,12.98181818,0.78,360,5.3
53,17/10/1998,290,20,10.4,0,12.70909091,0.82,360,5.3
54,17/10/1998,290,21,9.5,0,12.45454545,0.85,360,5.3
55,17/10/1998,290,22,9.5,0,12.22121212,0.89,360,5.3
56,17/10/1998,290,23,9.2,0,11.98787879,0.92,360,5.3
57,17/10/1998,290,24,8.7,0,11.76060606,0.95,360,5.3
58,18/10/1998,291,1,8.3,0,11.58484848,0.97,360,1.1
59,18/10/1998,291,2,7.8,0,11.42727273,0.98,360,1.1
60,18/10/1998,291,3,6.7,0,11.33939394,1,360,1.1
61,18/10/1998,291,4,7,0,11.29393939,1,360,1.1
62,18/10/1998,291,5,7,0,11.29393939,1,360,1.1
63,18/10/1998,291,6,6.5,0,11.24848485,1,360,1.1
64,18/10/1998,291,7,6.3,22.44444444,11.2,1,360,1.1
65,18/10/1998,291,8,7.9,224.4444444,11.15151515,1,360,1.1
66,18/10/1998,291,9,9.4,493.7777778,11.11212121,1,360,1.1
67,18/10/1998,291,10,11.2,583.5555556,11.01515152,1,360,1.1
68,18/10/1998,291,11,12.8,819.2222222,10.77575758,0.95,360,1.1
69,18/10/1998,291,12,14.2,864.1111111,10.56969697,0.63,360,1.1
70,18/10/1998,291,13,12.9,976.3333333,10.36060606,0.59,360,1.1
71,18/10/1998,291,14,12.7,460.1111111,10.15151515,0.6,360,1.1
72,18/10/1998,291,15,12.7,415.2222222,9.972727273,0.59,360,1.1
73,18/10/1998,291,16,12.9,314.2222222,9.784848485,0.6,360,1.1
74,18/10/1998,291,17,11.5,67.33333333,9.596969697,0.63,360,1.1
75,18/10/1998,291,18,8.3,0,9.439393939,0.76,360,1.1
76,18/10/1998,291,19,7.9,0,9.345454545,0.89,360,1.1
77,18/10/1998,291,20,8,0,9.254545455,0.94,360,1.1
78,18/10/1998,291,21,7.4,0,9.142424242,0.96,360,1.1
79,18/10/1998,291,22,7.2,0,9.021212121,0.98,360,1.1
80,18/10/1998,291,23,7.7,0,8.9,0.99,360,1.1
81,18/10/1998,291,24,8,0,8.790909091,1,360,1.1
82,19/10/1998,292,1,8.6,0,8.748484848,1,360,2
83,19/10/1998,292,2,8.4,0,8.784848485,1,360,2
84,19/10/1998,292,3,8.1,0,8.875757576,1,360,2
85,19/10/1998,292,4,7,0,9.006060606,1,360,2
86,19/10/1998,292,5,6.4,0,9.221212121,1,360,2
87,19/10/1998,292,6,5.5,0,9.427272727,1,360,2
88,19/10/1998,292,7,5.9,44.88888889,9.618181818,1,360,2
89,19/10/1998,292,8,7.8,291.7777778,9.818181818,1,360,2
90,19/10/1998,292,9,9.9,561.1111111,9.960606061,1,360,2
91,19/10/1998,292,10,11.3,751.8888889,10.02727273,0.98,360,2
92,19/10/1998,292,11,12.1,695.7777778,10.00909091,0.83,360,2
93,19/10/1998,292,12,13.8,875.3333333,9.942424242,0.75,360,2
94,19/10/1998,292,13,13.8,796.7777778,9.8,0.7,360,2
95,19/10/1998,292,14,13.3,662.1111111,9.603030303,0.66,360,2
96,19/10/1998,292,15,13.1,538.6666667,9.412121212,0.61,360,2
97,19/10/1998,292,16,11,258.1111111,9.23030303,0.72,360,2
98,19/10/1998,292,17,10.1,22.44444444,9.033333333,0.78,360,2
99,19/10/1998,292,18,8.8,0,8.851515152,0.85,360,2
100,19/10/1998,292,19,9,0,8.706060606,0.9,360,2
101,19/10/1998,292,20,8.1,0,8.66969697,0.94,360,2
102,19/10/1998,292,21,7.7,0,8.627272727,0.96,360,2
103,19/10/1998,292,22,6.6,0,8.563636364,0.97,360,2
104,19/10/1998,292,23,6.7,0,8.515151515,0.99,360,2
105,19/10/1998,292,24,6.2,0,8.481818182,1,360,2
106,20/10/1998,293,1,6.9,0,8.512121212,1,360,2.5
107,20/10/1998,293,2,6.7,0,8.578787879,1,360,2.5
108,20/10/1998,293,3,7.1,0,8.681818182,1,360,2.5
109,20/10/1998,293,4,6.5,0,8.827272727,1,360,2.5
110,20/10/1998,293,5,5.9,0,8.957575758,1,360,2.5
111,20/10/1998,293,6,5.8,0,9.178787879,1,360,2.5
112,20/10/1998,293,7,6.1,33.66666667,9.424242424,1,360,2.5
113,20/10/1998,293,8,8.7,258.1111111,9.660606061,1,360,2.5
114,20/10/1998,293,9,10.2,538.6666667,9.863636364,1,360,2.5
115,20/10/1998,293,10,12,785.5555556,9.966666667,0.9,360,2.5
116,20/10/1998,293,11,13.2,953.8888889,9.972727273,0.73,360,2.5
117,20/10/1998,293,12,12.4,673.3333333,9.93030303,0.67,360,2.5
118,20/10/1998,293,13,14.3,763.1111111,9.866666667,0.63,360,2.5
119,20/10/1998,293,14,14.5,897.7777778,9.727272727,0.6,360,2.5
120,20/10/1998,293,15,13.3,448.8888889,9.603030303,0.64,360,2.5
121,20/10/1998,293,16,12.6,190.7777778,9.490909091,0.69,360,2.5
122,20/10/1998,293,17,11.2,78.55555556,9.378787879,0.75,360,2.5
123,20/10/1998,293,18,10.1,0,9.324242424,0.81,360,2.5
124,20/10/1998,293,19,9.9,0,9.306060606,0.83,360,2.5
125,20/10/1998,293,20,10,0,9.312121212,0.81,360,2.5
126,20/10/1998,293,21,9.2,0,9.315151515,0.82,360,2.5
127,20/10/1998,293,22,9.7,0,9.354545455,0.84,360,2.5
128,20/10/1998,293,23,9.6,0,9.409090909,0.82,360,2.5
129,20/10/1998,293,24,9.4,0,9.496969697,0.82,360,2.5
130,21/10/1998,294,1,9.2,0,9.590909091,0.83,360,5
131,21/10/1998,294,2,9.5,0,9.727272727,0.82,360,5
132,21/10/1998,294,3,9,0,9.912121212,0.83,360,5
133,21/10/1998,294,4,9.1,0,10.12727273,0.84,360,5
134,21/10/1998,294,5,9.4,0,10.35454545,0.83,360,5
135,21/10/1998,294,6,9.5,0,10.63939394,0.84,360,5
136,21/10/1998,294,7,9.5,11.22222222,10.94242424,0.84,360,5
137,21/10/1998,294,8,9.8,89.77777778,11.25151515,0.86,360,5
138,21/10/1998,294,9,10.7,202,11.54242424,0.86,360,5
139,21/10/1998,294,10,13,606,11.74848485,0.83,360,5
140,21/10/1998,294,11,13.8,886.5555556,11.9030303,0.77,360,5
141,21/10/1998,294,12,14.6,460.1111111,11.9969697,0.78,360,5
142,21/10/1998,294,13,15.9,763.1111111,12.04545455,0.73,360,5
143,21/10/1998,294,14,15.9,381.5555556,12.11818182,0.74,360,5
144,21/10/1998,294,15,16,280.5555556,12.12424242,0.74,360,5
145,21/10/1998,294,16,15.7,112.2222222,12.10909091,0.76,360,5
146,21/10/1998,294,17,15.5,22.44444444,12.13636364,0.76,360,5
147,21/10/1998,294,18,15.3,0,12.18484848,0.78,360,5
148,21/10/1998,294,19,15.1,0,12.27272727,0.81,360,5
149,21/10/1998,294,20,14.8,0,12.39090909,0.79,360,5
150,21/10/1998,294,21,14.8,0,12.51818182,0.8,360,5
151,21/10/1998,294,22,14.5,0,12.63030303,0.84,360,5
152,21/10/1998,294,23,14,0,12.74242424,0.9,360,5
153,21/10/1998,294,24,14.2,0,12.83333333,0.94,360,5
154,22/10/1998,295,1,14.2,0,12.95454545,0.97,360,4.8
155,22/10/1998,295,2,14.1,0,13.09393939,0.98,360,4.8
156,22/10/1998,295,3,14,0,13.26060606,0.99,360,4.8
157,22/10/1998,295,4,14.1,0,13.48787879,0.99,360,4.8
158,22/10/1998,295,5,13.7,0,13.73636364,0.97,360,4.8
159,22/10/1998,295,6,12.9,0,13.98181818,0.97,360,4.8
160,22/10/1998,295,7,12.7,0,14.22121212,0.99,360,4.8
161,22/10/1998,295,8,13.6,78.55555556,14.42727273,0.99,360,4.8
162,22/10/1998,295,9,14,336.6666667,14.62727273,0.94,360,4.8
163,22/10/1998,295,10,14.7,314.2222222,14.80606061,0.86,360,4.8
164,22/10/1998,295,11,17,976.3333333,14.96363636,0.74,360,4.8
165,22/10/1998,295,12,17.2,886.5555556,15.04848485,0.7,360,4.8
166,22/10/1998,295,13,17.2,718.2222222,15.10909091,0.72,360,4.8
167,22/10/1998,295,14,17.3,594.7777778,15.15151515,0.73,360,4.8
168,22/10/1998,295,15,16.3,314.2222222,15.14545455,0.8,360,4.8
169,22/10/1998,295,16,16.1,134.6666667,15.11818182,0.84,360,4.8
170,22/10/1998,295,17,15.7,33.66666667,15.08484848,0.83,360,4.8
171,22/10/1998,295,18,15.9,0,15.06666667,0.78,360,4.8
172,22/10/1998,295,19,15.8,0,15.06060606,0.77,360,4.8
173,22/10/1998,295,20,15.8,0,15.05151515,0.79,360,4.8
174,22/10/1998,295,21,16,0,15.04545455,0.81,360,4.8
175,22/10/1998,295,22,15.7,0,15.08181818,0.83,360,4.8
176,22/10/1998,295,23,15,0,15.09393939,0.86,360,4.8
177,22/10/1998,295,24,14.9,0,15.10606061,0.87,360,4.8
178,23/10/1998,296,1,15.1,0,15.13030303,0.9,360,5.2
179,23/10/1998,296,2,15.3,0,15.14848485,0.93,360,5.2
180,23/10/1998,296,3,15,0,15.16060606,0.94,360,5.2
181,23/10/1998,296,4,14.9,0,15.16060606,0.94,360,5.2
182,23/10/1998,296,5,16,0,15.16363636,0.93,360,5.2
183,23/10/1998,296,6,15.2,0,15.18484848,0.91,360,5.2
184,23/10/1998,296,7,14.9,11.22222222,15.22121212,0.54,360,5.2
185,23/10/1998,296,8,14.8,78.55555556,15.28484848,0.74,360,5.2
186,23/10/1998,296,9,14.8,134.6666667,15.35757576,0.78,360,5.2
187,23/10/1998,296,10,14.6,112.2222222,15.38181818,0.81,360,5.2
188,23/10/1998,296,11,14.1,145.8888889,15.39090909,0.89,360,5.2
189,23/10/1998,296,12,14.1,145.8888889,15.36666667,0.95,360,5.2
190,23/10/1998,296,13,14.8,112.2222222,15.23030303,0.96,360,5.2
191,23/10/1998,296,14,14.9,78.55555556,15.05454545,0.97,360,5.2
192,23/10/1998,296,15,15,78.55555556,14.85454545,0.96,360,5.2
193,23/10/1998,296,16,15.1,33.66666667,14.64242424,0.93,360,5.2
194,23/10/1998,296,17,14.4,0,14.46969697,0.93,360,5.2
195,23/10/1998,296,18,14.3,0,14.28181818,0.93,360,5.2
196,23/10/1998,296,19,13.9,0,14.1,0.9,360,5.2
197,23/10/1998,296,20,12.5,0,13.89393939,0.8,360,5.2
198,23/10/1998,296,21,11.4,0,13.68484848,0.87,360,5.2
199,23/10/1998,296,22,10.6,0,13.47272727,0.91,360,5.2
200,23/10/1998,296,23,10.3,0,13.24545455,0.87,360,5.2
201,23/10/1998,296,24,10.6,0,13.03333333,0.85,360,5.2
202,24/10/1998,297,1,9.9,0,12.86060606,0.86,360,6.3
203,24/10/1998,297,2,9.7,0,12.71818182,0.85,360,6.3
204,24/10/1998,297,3,9.1,0,12.55757576,0.89,360,6.3
205,24/10/1998,297,4,8.9,0,12.40909091,0.89,360,6.3
206,24/10/1998,297,5,8.8,0,12.28181818,0.89,360,6.3
207,24/10/1998,297,6,8.5,0,12.16969697,0.91,360,6.3
208,24/10/1998,297,7,8.7,11.22222222,12.05151515,0.93,360,6.3
209,24/10/1998,297,8,9.3,78.55555556,11.98181818,0.93,360,6.3
210,24/10/1998,297,9,10.2,168.3333333,11.94848485,0.87,360,6.3
211,24/10/1998,297,10,9.8,123.4444444,11.94242424,0.89,360,6.3
212,24/10/1998,297,11,10.4,123.4444444,11.95454545,0.96,360,6.3
213,24/10/1998,297,12,10.8,134.6666667,11.93333333,0.97,360,6.3
214,24/10/1998,297,13,11.2,112.2222222,11.91212121,0.97,360,6.3
215,24/10/1998,297,14,12.1,89.77777778,11.9030303,0.97,360,6.3
216,24/10/1998,297,15,12.9,44.88888889,11.83333333,0.97,360,6.3
217,24/10/1998,297,16,13.8,22.44444444,11.76666667,0.97,360,6.3
218,24/10/1998,297,17,14.6,0,11.69090909,0.96,360,6.3
219,24/10/1998,297,18,15.2,0,11.6,0.98,360,6.3
220,24/10/1998,297,19,13.9,0,11.52727273,0.98,360,6.3
221,24/10/1998,297,20,13.4,0,11.45151515,0.99,360,6.3
222,24/10/1998,297,21,13.8,0,11.38484848,0.97,360,6.3
223,24/10/1998,297,22,12.5,0,11.33636364,0.81,360,6.3
224,24/10/1998,297,23,12.7,0,11.3030303,0.82,360,6.3
225,24/10/1998,297,24,12.5,0,11.28484848,0.83,360,6.3
226,25/10/1998,298,1,12.1,0,11.31212121,0.85,360,5.6
227,25/10/1998,298,2,12,0,11.36666667,0.85,360,5.6
228,25/10/1998,298,3,11.8,0,11.47575758,0.81,360,5.6
229,25/10/1998,298,4,11.7,0,11.59393939,0.8,360,5.6
230,25/10/1998,298,5,10.9,0,11.62121212,0.77,360,5.6
231,25/10/1998,298,6,10.3,0,11.75757576,0.79,360,5.6
232,25/10/1998,298,7,10,22.44444444,11.88181818,0.83,360,5.6
233,25/10/1998,298,8,11.2,224.4444444,11.97575758,0.8,360,5.6
234,25/10/1998,298,9,12.4,527.4444444,12.06666667,0.78,360,5.6
235,25/10/1998,298,10,13.5,774.3333333,12.10606061,0.77,360,5.6
236,25/10/1998,298,11,13.6,808,12.07878788,0.71,360,5.6
237,25/10/1998,298,12,10,359.1111111,12.06363636,0.92,360,5.6
238,25/10/1998,298,13,13.4,864.1111111,12.00606061,0.72,360,5.6
239,25/10/1998,298,14,12.9,606,11.93030303,0.77,360,5.6
240,25/10/1998,298,15,11.6,269.3333333,11.83939394,0.8,360,5.6
241,25/10/1998,298,16,11.7,246.8888889,11.71515152,0.8,360,5.6
242,25/10/1998,298,17,10.6,67.33333333,11.56969697,0.81,360,5.6
243,25/10/1998,298,18,9.3,0,11.3969697,0.83,360,5.6
244,25/10/1998,298,19,9.3,0,11.17878788,0.83,360,5.6
245,25/10/1998,298,20,8.5,0,10.92424242,0.87,360,5.6
246,25/10/1998,298,21,8.3,0,10.70606061,0.89,360,5.6
247,25/10/1998,298,22,8.2,0,10.48484848,0.9,360,5.6
248,25/10/1998,298,23,8,0,10.25151515,0.93,360,5.6
249,25/10/1998,298,24,8.1,0,10.06969697,0.91,360,5.6
250,26/10/1998,299,1,8.1,0,9.915151515,0.92,360,4
251,26/10/1998,299,2,7.4,0,9.784848485,0.94,360,4
252,26/10/1998,299,3,6.8,0,9.693939394,0.95,360,4
253,26/10/1998,299,4,6.7,0,9.645454545,0.96,360,4
254,26/10/1998,299,5,6.1,0,9.63030303,0.96,360,4
255,26/10/1998,299,6,6.1,0,9.572727273,0.97,360,4
256,26/10/1998,299,7,6.5,11.22222222,9.551515152,0.96,360,4
257,26/10/1998,299,8,7.6,179.5555556,9.609090909,0.95,360,4
258,26/10/1998,299,9,8.2,112.2222222,9.575757576,0.95,360,4
259,26/10/1998,299,10,9.1,325.4444444,9.484848485,0.92,360,4
260,26/10/1998,299,11,10.4,493.7777778,9.348484848,0.88,360,4
261,26/10/1998,299,12,11.3,650.8888889,9.178787879,0.83,360,4
262,26/10/1998,299,13,9.8,482.5555556,8.993939394,0.88,360,4
263,26/10/1998,299,14,10.2,336.6666667,8.924242424,0.84,360,4
264,26/10/1998,299,15,12.2,493.7777778,8.745454545,0.67,360,4
265,26/10/1998,299,16,8.9,89.77777778,8.584848485,0.92,360,4
266,26/10/1998,299,17,8.2,11.22222222,8.454545455,0.95,360,4
267,26/10/1998,299,18,7.9,0,8.321212121,0.96,360,4
268,26/10/1998,299,19,7.9,0,8.245454545,0.94,360,4
269,26/10/1998,299,20,7.5,0,8.221212121,0.95,360,4
270,26/10/1998,299,21,7.7,0,8.206060606,0.93,360,4
271,26/10/1998,299,22,7.5,0,8.215151515,0.91,360,4
272,26/10/1998,299,23,7.6,0,8.251515152,0.9,360,4
273,26/10/1998,299,24,7.3,0,8.3,0.92,360,4
274,27/10/1998,300,1,7.3,0,8.387878788,0.92,360,7.2
275,27/10/1998,300,2,8.1,0,8.512121212,0.92,360,7.2
276,27/10/1998,300,3,8.5,0,8.645454545,0.91,360,7.2
277,27/10/1998,300,4,8.8,0,8.818181818,0.91,360,7.2
278,27/10/1998,300,5,8.8,0,9.033333333,0.92,360,7.2
279,27/10/1998,300,6,9.5,0,9.266666667,0.92,360,7.2
280,27/10/1998,300,7,9.8,11.22222222,9.518181818,0.9,360,7.2
281,27/10/1998,300,8,10.9,190.7777778,9.76969697,0.89,360,7.2
282,27/10/1998,300,9,12.2,482.5555556,10.0030303,0.83,360,7.2
283,27/10/1998,300,10,12.5,437.6666667,10.19090909,0.84,360,7.2
284,27/10/1998,300,11,13.1,437.6666667,10.36060606,0.8,360,7.2
285,27/10/1998,300,12,13.9,583.5555556,10.5030303,0.73,360,7.2
286,27/10/1998,300,13,14.4,448.8888889,10.5969697,0.74,360,7.2
287,27/10/1998,300,14,14.4,516.2222222,10.66060606,0.73,360,7.2
288,27/10/1998,300,15,14.4,359.1111111,10.75757576,0.73,360,7.2
289,27/10/1998,300,16,14.2,78.55555556,10.84242424,0.73,360,7.2
290,27/10/1998,300,17,13.8,11.22222222,10.86969697,0.77,360,7.2
291,27/10/1998,300,18,13.8,0,11.00909091,0.78,360,7.2
292,27/10/1998,300,19,13.8,0,11.16969697,0.8,360,7.2
293,27/10/1998,300,20,13.5,0,11.34545455,0.83,360,7.2
294,27/10/1998,300,21,13.4,0,11.53636364,0.85,360,7.2
295,27/10/1998,300,22,13,0,11.75454545,0.88,360,7.2
296,27/10/1998,300,23,13,0,11.99393939,0.89,360,7.2
297,27/10/1998,300,24,13.1,0,12.24545455,0.89,360,7.2
298,28/10/1998,301,1,13.5,0,12.4969697,0.9,360,7.2
299,28/10/1998,301,2,13.5,0,12.77575758,0.91,360,7.2
300,28/10/1998,301,3,13.7,0,13.07272727,0.93,360,7.2
301,28/10/1998,301,4,14.2,0,13.34242424,0.94,360,7.2
302,28/10/1998,301,5,14.7,0,13.61818182,0.96,360,7.2
303,28/10/1998,301,6,15.6,0,13.89393939,0.94,360,7.2
304,28/10/1998,301,7,15.8,0,14.16666667,0.94,360,7.2
305,28/10/1998,301,8,15.9,44.88888889,14.37575758,0.91,360,7.2
306,28/10/1998,301,9,16.5,112.2222222,14.56363636,0.88,360,7.2
307,28/10/1998,301,10,17.1,213.2222222,14.71212121,0.86,360,7.2
308,28/10/1998,301,11,17,179.5555556,14.81212121,0.87,360,7.2
309,28/10/1998,301,12,17.6,224.4444444,14.86969697,0.84,360,7.2
310,28/10/1998,301,13,17.9,426.4444444,14.86666667,0.83,360,7.2
311,28/10/1998,301,14,17.8,269.3333333,14.78181818,0.85,360,7.2
312,28/10/1998,301,15,16.4,101,14.66363636,0.93,360,7.2
313,28/10/1998,301,16,16,89.77777778,14.54242424,0.83,360,7.2
314,28/10/1998,301,17,15.8,22.44444444,14.43030303,0.82,360,7.2
315,28/10/1998,301,18,15.5,0,14.33333333,0.89,360,7.2
316,28/10/1998,301,19,14.4,0,14.25454545,0.96,360,7.2
317,28/10/1998,301,20,13,0,14.17878788,0.97,360,7.2
318,28/10/1998,301,21,11.1,0,14.09090909,0.98,360,7.2
319,28/10/1998,301,22,10.5,0,14,0.98,360,7.2
320,28/10/1998,301,23,10.4,0,13.90909091,0.98,360,7.2
321,28/10/1998,301,24,10.7,0,13.80606061,0.98,360,7.2
322,29/10/1998,302,1,11,0,13.69393939,0.97,360,5.8
323,29/10/1998,302,2,11.2,0,13.6,0.97,360,5.8
324,29/10/1998,302,3,11.3,0,13.49090909,0.95,360,5.8
325,29/10/1998,302,4,10.9,0,13.41818182,0.87,360,5.8
326,29/10/1998,302,5,10.5,0,13.36969697,0.85,360,5.8
327,29/10/1998,302,6,10.4,0,13.30909091,0.83,360,5.8
328,29/10/1998,302,7,9.6,0,13.24242424,0.8,360,5.8
329,29/10/1998,302,8,9.3,78.55555556,13.11212121,0.9,360,5.8
330,29/10/1998,302,9,10,235.6666667,12.94545455,0.87,360,5.8
331,29/10/1998,302,10,9.9,336.6666667,12.75151515,0.86,360,5.8
332,29/10/1998,302,11,11.1,516.2222222,12.52121212,0.8,360,5.8
333,29/10/1998,302,12,12.1,886.5555556,12.26363636,0.72,360,5.8
334,29/10/1998,302,13,12.2,516.2222222,12.00606061,0.61,360,5.8
335,29/10/1998,302,14,12.5,852.8888889,11.72121212,0.6,360,5.8
336,29/10/1998,302,15,11.3,460.1111111,11.42121212,0.58,360,5.8
337,29/10/1998,302,16,10.3,168.3333333,11.13333333,0.67,360,5.8
338,29/10/1998,302,17,9.5,33.66666667,10.88181818,0.72,360,5.8
339,29/10/1998,302,18,8.9,0,10.63030303,0.72,360,5.8
340,29/10/1998,302,19,8.6,0,10.37878788,0.72,360,5.8
341,29/10/1998,302,20,8.5,0,10.14242424,0.76,360,5.8
342,29/10/1998,302,21,8.2,0,9.948484848,0.8,360,5.8
343,29/10/1998,302,22,8,0,9.8,0.83,360,5.8
344,29/10/1998,302,23,8.3,0,9.712121212,0.81,360,5.8
345,29/10/1998,302,24,8.1,0,9.648484848,0.82,360,5.8
346,30/10/1998,303,1,7.7,0,9.56969697,0.85,360,4.5
347,30/10/1998,303,2,7.5,0,9.5,0.87,360,4.5
348,30/10/1998,303,3,7.7,0,9.4,0.86,360,4.5
349,30/10/1998,303,4,8,0,9.312121212,0.86,360,4.5
350,30/10/1998,303,5,8.1,0,9.196969697,0.87,360,4.5
351,30/10/1998,303,6,8.2,0,9.151515152,0.88,360,4.5
352,30/10/1998,303,7,8.4,0,9.121212121,0.9,360,4.5
353,30/10/1998,303,8,7.8,33.66666667,9.103030303,0.95,360,4.5
354,30/10/1998,303,9,8.4,56.11111111,9.103030303,0.96,360,4.5
355,30/10/1998,303,10,7.7,67.33333333,9.078787879,0.96,360,4.5
356,30/10/1998,303,11,8.3,67.33333333,9.018181818,0.95,360,4.5
357,30/10/1998,303,12,7.5,89.77777778,8.957575758,0.95,360,4.5
358,30/10/1998,303,13,9.4,202,8.854545455,0.93,360,4.5
359,30/10/1998,303,14,9.5,134.6666667,8.712121212,0.92,360,4.5
360,30/10/1998,303,15,9.8,145.8888889,8.575757576,0.89,360,4.5
361,30/10/1998,303,16,9.6,157.1111111,8.412121212,0.89,360,4.5
362,30/10/1998,303,17,8.5,11.22222222,8.287878788,0.89,360,4.5
363,30/10/1998,303,18,8,0,8.187878788,0.93,360,4.5
364,30/10/1998,303,19,7.9,0,8.115151515,0.94,360,4.5
365,30/10/1998,303,20,7.7,0,8.066666667,0.95,360,4.5
366,30/10/1998,303,21,7.4,0,8.042424242,0.95,360,4.5
367,30/10/1998,303,22,7.7,0,8.036363636,0.96,360,4.5
368,30/10/1998,303,23,7.1,0,8.045454545,0.97,360,4.5
369,30/10/1998,303,24,7.2,0,8.060606061,0.96,360,4.5
370,31/10/1998,304,1,7,0,8.072727273,0.97,360,5.4
371,31/10/1998,304,2,7.1,0,8.109090909,0.98,360,5.4
372,31/10/1998,304,3,7.3,0,8.160606061,0.97,360,5.4
373,31/10/1998,304,4,7.8,0,8.227272727,0.97,360,5.4
374,31/10/1998,304,5,8.3,0,8.296969697,0.96,360,5.4
375,31/10/1998,304,6,8.5,0,8.360606061,0.95,360,5.4
376,31/10/1998,304,7,8.5,0,8.415151515,0.95,360,5.4
377,31/10/1998,304,8,8.7,78.55555556,8.472727273,0.95,360,5.4
378,31/10/1998,304,9,9.3,179.5555556,8.53030303,0.94,360,5.4
379,31/10/1998,304,10,9.4,202,8.615151515,0.95,360,5.4
380,31/10/1998,304,11,9.7,347.8888889,8.690909091,0.94,360,5.4
381,31/10/1998,304,12,10,269.3333333,8.790909091,0.95,360,5.4
382,31/10/1998,304,13,10.1,303,8.881818182,0.95,360,5.4
383,31/10/1998,304,14,9.9,145.8888889,8.990909091,0.95,360,5.4
384,31/10/1998,304,15,10.1,78.55555556,9.048484848,0.96,360,5.4
385,31/10/1998,304,16,10.3,22.44444444,9.106060606,0.96,360,5.4
386,31/10/1998,304,17,10.6,0,9.172727273,0.95,360,5.4
387,31/10/1998,304,18,10.9,0,9.263636364,0.95,360,5.4
388,31/10/1998,304,19,11,0,9.4,0.94,360,5.4
389,31/10/1998,304,20,11.3,0,9.539393939,0.91,360,5.4
390,31/10/1998,304,21,11.1,0,9.63030303,0.93,360,5.4
