t,Date,DOY,hour,air_temperature,PARi,soil_temperature,humidity,ambient_CO2,Wind
5319,25/05/1999,145,6,11.4,78.55555556,14.86666667,0.94,360,1.5
5320,25/05/1999,145,7,11.8,145.8888889,15.01818182,0.93,360,1.5
5321,25/05/1999,145,8,12.9,280.5555556,15.19393939,0.9,360,1.5
5322,25/05/1999,145,9,13.6,617.2222222,15.35151515,0.84,360,1.5
5323,25/05/1999,145,10,14.7,471.3333333,15.47575758,0.84,360,1.5
5324,25/05/1999,145,11,15.9,1200.777778,15.52727273,0.76,360,1.5
5325,25/05/1999,145,12,17.5,1997.555556,15.5030303,0.64,360,1.5
5326,25/05/1999,145,13,18.3,1739.444444,15.46060606,0.6,360,1.5
5327,25/05/1999,145,14,18,1627.222222,15.30909091,0.54,360,1.5
5328,25/05/1999,145,15,19.5,1571.111111,15.07878788,0.52,360,1.5
5329,25/05/1999,145,16,19.7,1301.777778,14.79393939,0.49,360,1.5
5330,25/05/1999,145,17,19.3,953.8888889,14.46969697,0.47,360,1.5
5331,25/05/1999,145,18,18.1,583.5555556,14.16363636,0.56,360,1.5
5332,25/05/1999,145,19,16.8,224.4444444,13.86060606,0.59,360,1.5
5333,25/05/1999,145,20,15.8,11.22222222,13.5969697,0.62,360,1.5
5334,25/05/1999,145,21,12.3,0,13.32727273,0.75,360,1.5
5335,25/05/1999,145,22,10.1,0,13.11515152,0.87,360,1.5
5336,25/05/1999,145,23,9.6,0,13.04242424,0.86,360,1.5
5337,25/05/1999,145,24,8.6,0,13.08484848,0.89,360,1.5
5338,26/05/1999,146,1,8.3,0,13.2,0.89,360,1.3
5339,26/05/1999,146,2,8.1,0,13.37878788,0.88,360,1.3
5340,26/05/1999,146,3,8.4,0,13.6030303,0.86,360,1.3
5341,26/05/1999,146,4,7.3,0,13.85757576,0.87,360,1.3
5342,26/05/1999,146,5,8.5,89.77777778,14.14848485,0.88,360,1.3
5343,26/05/1999,146,6,11.4,336.6666667,14.46666667,0.85,360,1.3
5344,26/05/1999,146,7,14.4,673.3333333,14.81818182,0.79,360,1.3
5345,26/05/1999,146,8,17,1043.666667,15.15757576,0.67,360,1.3
5346,26/05/1999,146,9,18.4,1380.333333,15.49090909,0.63,360,1.3
5347,26/05/1999,146,10,18.9,1627.222222,15.77878788,0.58,360,1.3
5348,26/05/1999,146,11,19.7,1862.888889,16.00606061,0.57,360,1.3
5349,26/05/1999,146,12,20.6,1919,16.13636364,0.54,360,1.3
5350,26/05/1999,146,13,21.5,1862.888889,16.15757576,0.53,360,1.3
5351,26/05/1999,146,14,22.6,1728.222222,16.07575758,0.46,360,1.3
5352,26/05/1999,146,15,22.6,1526.222222,15.95151515,0.44,360,1.3
5353,26/05/1999,146,16,22.8,1223.222222,15.82121212,0.4,360,1.3
5354,26/05/1999,146,17,22.4,886.5555556,15.68181818,0.45,360,1.3
5355,26/05/1999,146,18,21.1,505,15.44848485,0.47,360,1.3
5356,26/05/1999,146,19,19,202,15.18787879,0.54,360,1.3
5357,26/05/1999,146,20,16.6,22.44444444,14.97272727,0.66,360,1.3
5358,26/05/1999,146,21,14.8,0,14.77878788,0.7,360,1.3
5359,26/05/1999,146,22,14.2,0,14.63939394,0.72,360,1.3
5360,26/05/1999,146,23,13.7,0,14.6969697,0.76,360,1.3
5361,26/05/1999,146,24,14.9,0,14.92121212,0.69,360,1.3
5362,27/05/1999,147,1,12,0,15.24242424,0.82,360,2.3
5363,27/05/1999,147,2,10.7,0,15.63939394,0.88,360,2.3
5364,27/05/1999,147,3,11,0,16.09090909,0.87,360,2.3
5365,27/05/1999,147,4,10.4,0,16.5969697,0.91,360,2.3
5366,27/05/1999,147,5,11.2,89.77777778,17.12121212,0.89,360,2.3
5367,27/05/1999,147,6,14.2,359.1111111,17.6969697,0.83,360,2.3
5368,27/05/1999,147,7,17.5,695.7777778,18.25151515,0.76,360,2.3
5369,27/05/1999,147,8,20.2,1010,18.71818182,0.69,360,2.3
5370,27/05/1999,147,9,21.7,1223.222222,19.05454545,0.68,360,2.3
5371,27/05/1999,147,10,23.2,1335.444444,19.27575758,0.67,360,2.3
5372,27/05/1999,147,11,24.8,1761.888889,19.42727273,0.63,360,2.3
5373,27/05/1999,147,12,25.7,1885.333333,19.52121212,0.62,360,2.3
5374,27/05/1999,147,13,26.3,1874.111111,19.56969697,0.59,360,2.3
5375,27/05/1999,147,14,26.8,1705.777778,19.56666667,0.57,360,2.3
5376,27/05/1999,147,15,26.8,1167.111111,19.49393939,0.59,360,2.3
5377,27/05/1999,147,16,25.5,841.6666667,19.35454545,0.59,360,2.3
5378,27/05/1999,147,17,24.3,370.3333333,19.18181818,0.69,360,2.3
5379,27/05/1999,147,18,23.4,145.8888889,18.96363636,0.64,360,2.3
5380,27/05/1999,147,19,22,44.88888889,18.71212121,0.73,360,2.3
5381,27/05/1999,147,20,21.3,0,18.47575758,0.75,360,2.3
5382,27/05/1999,147,21,20.5,0,18.2969697,0.78,360,2.3
5383,27/05/1999,147,22,19.1,0,18.18484848,0.76,360,2.3
5384,27/05/1999,147,23,18,0,18.2,0.78,360,2.3
5385,27/05/1999,147,24,16.9,0,18.27575758,0.76,360,2.3
5386,28/05/1999,148,1,15.6,0,18.43939394,0.79,360,1.6
5387,28/05/1999,148,2,14.1,0,18.59393939,0.84,360,1.6
5388,28/05/1999,148,3,13.3,0,18.87272727,0.89,360,1.6
5389,28/05/1999,148,4,13.1,0,19.21818182,0.92,360,1.6
5390,28/05/1999,148,5,12.9,67.33333333,19.56363636,0.92,360,1.6
5391,28/05/1999,148,6,15.3,347.8888889,19.97575758,0.86,360,1.6
5392,28/05/1999,148,7,16.7,695.7777778,20.37878788,0.8,360,1.6
5393,28/05/1999,148,8,19.1,1054.888889,20.71212121,0.74,360,1.6
5394,28/05/1999,148,9,20,1380.333333,20.93030303,0.65,360,1.6
5395,28/05/1999,148,10,21.2,1660.888889,21.03030303,0.63,360,1.6
5396,28/05/1999,148,11,22.1,1851.666667,21.06969697,0.59,360,1.6
5397,28/05/1999,148,12,22.4,1649.666667,20.99393939,0.58,360,1.6
5398,28/05/1999,148,13,24,1885.333333,20.8,0.57,360,1.6
5399,28/05/1999,148,14,24.5,1818,20.53939394,0.57,360,1.6
5400,28/05/1999,148,15,25.2,1571.111111,20.23939394,0.56,360,1.6
5401,28/05/1999,148,16,24.7,1245.666667,19.93030303,0.51,360,1.6
5402,28/05/1999,148,17,23.5,886.5555556,19.61515152,0.63,360,1.6
5403,28/05/1999,148,18,23,527.4444444,19.35757576,0.63,360,1.6
5404,28/05/1999,148,19,20.7,202,19.16969697,0.68,360,1.6
5405,28/05/1999,148,20,18.4,22.44444444,18.97575758,0.76,360,1.6
5406,28/05/1999,148,21,17.1,0,18.81515152,0.82,360,1.6
5407,28/05/1999,148,22,16.4,0,18.67878788,0.86,360,1.6
5408,28/05/1999,148,23,16.6,0,18.61515152,0.84,360,1.6
5409,28/05/1999,148,24,16.4,0,18.66060606,0.86,360,1.6
5410,29/05/1999,149,1,17,0,18.79090909,0.85,360,2.1
5411,29/05/1999,149,2,18.1,0,18.99090909,0.87,360,2.1
5412,29/05/1999,149,3,17,0,19.24848485,0.92,360,2.1
5413,29/05/1999,149,4,16.7,0,19.57575758,0.95,360,2.1
5414,29/05/1999,149,5,16.8,67.33333333,19.95454545,0.93,360,2.1
5415,29/05/1999,149,6,18.4,258.1111111,20.34242424,0.91,360,2.1
5416,29/05/1999,149,7,20.6,650.8888889,20.72424242,0.82,360,2.1
5417,29/05/1999,149,8,22.3,1021.222222,21.05757576,0.74,360,2.1
5418,29/05/1999,149,9,23.5,1346.666667,21.34545455,0.69,360,2.1
5419,29/05/1999,149,10,24.1,1638.444444,21.55151515,0.64,360,2.1
5420,29/05/1999,149,11,24.9,1829.222222,21.69393939,0.62,360,2.1
5421,29/05/1999,149,12,25.8,1862.888889,21.77575758,0.57,360,2.1
5422,29/05/1999,149,13,25.9,1515,21.77575758,0.59,360,2.1
5423,29/05/1999,149,14,25.5,1593.555556,21.75757576,0.55,360,2.1
5424,29/05/1999,149,15,26.3,1458.888889,21.66969697,0.51,360,2.1
5425,29/05/1999,149,16,26.2,1111,21.50909091,0.54,360,2.1
5426,29/05/1999,149,17,25.9,852.8888889,21.32424242,0.56,360,2.1
5427,29/05/1999,149,18,24.7,381.5555556,21.13636364,0.63,360,2.1
5428,29/05/1999,149,19,23.9,258.1111111,20.96666667,0.65,360,2.1
5429,29/05/1999,149,20,22.1,33.66666667,20.76666667,0.72,360,2.1
5430,29/05/1999,149,21,21.8,0,20.60909091,0.73,360,2.1
5431,29/05/1999,149,22,21.1,0,20.52424242,0.75,360,2.1
5432,29/05/1999,149,23,19.2,0,20.5030303,0.84,360,2.1
5433,29/05/1999,149,24,19.1,0,20.51212121,0.89,360,2.1
5434,30/05/1999,150,1,18.5,0,20.52424242,0.92,360,1.6
5435,30/05/1999,150,2,17.9,0,20.56969697,0.96,360,1.6
5436,30/05/1999,150,3,16.4,0,20.66666667,0.97,360,1.6
5437,30/05/1999,150,4,15.5,0,20.81818182,1,360,1.6
5438,30/05/1999,150,5,15.6,56.11111111,21.03333333,1,360,1.6
5439,30/05/1999,150,6,16.4,112.2222222,21.26363636,1,360,1.6
5440,30/05/1999,150,7,16.7,145.8888889,21.46060606,1,360,1.6
5441,30/05/1999,150,8,17,280.5555556,21.65151515,0.99,360,1.6
5442,30/05/1999,150,9,17.9,448.8888889,21.76060606,1,360,1.6
5443,30/05/1999,150,10,20.2,1481.333333,21.7969697,0.94,360,1.6
5444,30/05/1999,150,11,23.1,1717,21.77272727,0.79,360,1.6
5445,30/05/1999,150,12,24.1,1874.111111,21.68484848,0.67,360,1.6
5446,30/05/1999,150,13,24.3,1279.333333,21.51818182,0.68,360,1.6
5447,30/05/1999,150,14,23.3,1301.777778,21.26969697,0.66,360,1.6
5448,30/05/1999,150,15,24.7,1414,21.01212121,0.58,360,1.6
5449,30/05/1999,150,16,24.2,1256.888889,20.73636364,0.59,360,1.6
5450,30/05/1999,150,17,23.5,875.3333333,20.40606061,0.62,360,1.6
5451,30/05/1999,150,18,22.7,538.6666667,20.05151515,0.66,360,1.6
5452,30/05/1999,150,19,21.2,213.2222222,19.6969697,0.76,360,1.6
5453,30/05/1999,150,20,19.4,22.44444444,19.35757576,0.83,360,1.6
5454,30/05/1999,150,21,17.6,0,19.03939394,0.89,360,1.6
5455,30/05/1999,150,22,17.4,0,18.75757576,0.91,360,1.6
5456,30/05/1999,150,23,16.4,0,18.5,0.94,360,1.6
5457,30/05/1999,150,24,15.4,0,18.3,0.98,360,1.6
5458,31/05/1999,151,1,14.5,0,18.2030303,1,360,1.6
5459,31/05/1999,151,2,14.2,0,18.16060606,1,360,1.6
5460,31/05/1999,151,3,13.5,0,18.16060606,1,360,1.6
5461,31/05/1999,151,4,13.4,0,18.26969697,1,360,1.6
5462,31/05/1999,151,5,12.8,22.44444444,18.43030303,1,360,1.6
5463,31/05/1999,151,6,13.3,56.11111111,18.63030303,1,360,1.6
5464,31/05/1999,151,7,14.5,179.5555556,18.84848485,1,360,1.6
5465,31/05/1999,151,8,16,437.6666667,19.02121212,0.93,360,1.6
5466,31/05/1999,151,9,17.7,931.4444444,19.18484848,0.84,360,1.6
5467,31/05/1999,151,10,18.5,1357.888889,19.31818182,0.76,360,1.6
5468,31/05/1999,151,11,21.5,1784.333333,19.42121212,0.72,360,1.6
5469,31/05/1999,151,12,21.7,1784.333333,19.38181818,0.67,360,1.6
5470,31/05/1999,151,13,22.1,1256.888889,19.20606061,0.66,360,1.6
5471,31/05/1999,151,14,22.8,1593.555556,18.98787879,0.64,360,1.6
5472,31/05/1999,151,15,22.1,1133.444444,18.73939394,0.68,360,1.6
5473,31/05/1999,151,16,22.1,729.4444444,18.4969697,0.65,360,1.6
5474,31/05/1999,151,17,21.4,460.1111111,18.22424242,0.71,360,1.6
5475,31/05/1999,151,18,21.3,392.7777778,17.95151515,0.71,360,1.6
5476,31/05/1999,151,19,18.9,179.5555556,17.6969697,0.76,360,1.6
5477,31/05/1999,151,20,17.3,11.22222222,17.44545455,0.85,360,1.6
5478,31/05/1999,151,21,16.9,0,17.21818182,0.86,360,1.6
5479,31/05/1999,151,22,16.1,0,17.06666667,0.86,360,1.6
5480,31/05/1999,151,23,15.3,0,16.99393939,0.9,360,1.6
5481,31/05/1999,151,24,15.7,0,16.97878788,0.9,360,1.6
5482,01/06/1999,152,1,15.2,0,17.02121212,0.93,360,2.2
5483,01/06/1999,152,2,15.1,0,17.12727273,0.95,360,2.2
5484,01/06/1999,152,3,14.4,0,17.33636364,0.96,360,2.2
5485,01/06/1999,152,4,13.7,0,17.55151515,0.98,360,2.2
5486,01/06/1999,152,5,14.4,89.77777778,17.84848485,1,360,2.2
5487,01/06/1999,152,6,15.2,190.7777778,18.18787879,0.98,360,2.2
5488,01/06/1999,152,7,16.9,448.8888889,18.53636364,0.94,360,2.2
5489,01/06/1999,152,8,17.8,673.3333333,18.89393939,0.89,360,2.2
5490,01/06/1999,152,9,18.9,516.2222222,19.16363636,0.85,360,2.2
5491,01/06/1999,152,10,21.4,1054.888889,19.4,0.8,360,2.2
5492,01/06/1999,152,11,21.3,998.7777778,19.57575758,0.76,360,2.2
5493,01/06/1999,152,12,23.3,1414,19.68181818,0.73,360,2.2
5494,01/06/1999,152,13,24.6,1559.888889,19.65757576,0.7,360,2.2
5495,01/06/1999,152,14,24.3,1223.222222,19.58787879,0.69,360,2.2
5496,01/06/1999,152,15,25.1,1212,19.48181818,0.68,360,2.2
5497,01/06/1999,152,16,23.4,516.2222222,19.34848485,0.76,360,2.2
5498,01/06/1999,152,17,23.8,415.2222222,19.25757576,0.75,360,2.2
5499,01/06/1999,152,18,23.5,448.8888889,19.15151515,0.76,360,2.2
5500,01/06/1999,152,19,22,280.5555556,19.06060606,0.8,360,2.2
5501,01/06/1999,152,20,20.7,22.44444444,18.97878788,0.86,360,2.2
5502,01/06/1999,152,21,19.4,0,18.98787879,0.87,360,2.2
5503,01/06/1999,152,22,18.6,0,19.04545455,0.89,360,2.2
5504,01/06/1999,152,23,18.4,0,19.12121212,0.91,360,2.2
5505,01/06/1999,152,24,19.1,0,19.24545455,0.89,360,2.2
5506,02/06/1999,153,1,18.6,0,19.42121212,0.91,360,4.4
5507,02/06/1999,153,2,18.4,0,19.57272727,0.95,360,4.4
5508,02/06/1999,153,3,18.6,0,19.71515152,0.98,360,4.4
5509,02/06/1999,153,4,19.2,0,19.90909091,0.96,360,4.4
5510,02/06/1999,153,5,19.2,44.88888889,20.15757576,0.95,360,4.4
5511,02/06/1999,153,6,19.4,202,20.4030303,0.88,360,4.4
5512,02/06/1999,153,7,20.2,381.5555556,20.55151515,0.85,360,4.4
5513,02/06/1999,153,8,21.1,976.3333333,20.67878788,0.8,360,4.4
5514,02/06/1999,153,9,20.7,1144.666667,20.73030303,0.77,360,4.4
5515,02/06/1999,153,10,19.9,628.4444444,20.75151515,0.77,360,4.4
5516,02/06/1999,153,11,21.5,1761.888889,20.72424242,0.66,360,4.4
5517,02/06/1999,153,12,22.6,1559.888889,20.58787879,0.6,360,4.4
5518,02/06/1999,153,13,21.8,1414,20.43333333,0.56,360,4.4
5519,02/06/1999,153,14,19.3,538.6666667,20.18484848,0.67,360,4.4
5520,02/06/1999,153,15,19.4,650.8888889,19.86060606,0.69,360,4.4
5521,02/06/1999,153,16,18.6,920.2222222,19.50606061,0.67,360,4.4
5522,02/06/1999,153,17,18.5,303,19.11212121,0.76,360,4.4
5523,02/06/1999,153,18,18,448.8888889,18.74848485,0.7,360,4.4
5524,02/06/1999,153,19,16.9,213.2222222,18.36060606,0.7,360,4.4
5525,02/06/1999,153,20,16.2,33.66666667,17.96666667,0.76,360,4.4
5526,02/06/1999,153,21,15.1,0,17.6,0.75,360,4.4
5527,02/06/1999,153,22,13.9,0,17.29393939,0.78,360,4.4
5528,02/06/1999,153,23,12.6,0,17.06969697,0.8,360,4.4
5529,02/06/1999,153,24,12.1,0,16.93939394,0.81,360,4.4
5530,03/06/1999,154,1,11.4,0,16.87878788,0.84,360,4
5531,03/06/1999,154,2,11,0,16.8,0.87,360,4
5532,03/06/1999,154,3,10.5,0,16.77878788,0.9,360,4
5533,03/06/1999,154,4,9.9,0,16.75757576,0.93,360,4
5534,03/06/1999,154,5,10.6,89.77777778,16.59090909,0.95,360,4
5535,03/06/1999,154,6,12,246.8888889,16.48787879,0.94,360,4
5536,03/06/1999,154,7,14.3,617.2222222,16.49090909,0.86,360,4
5537,03/06/1999,154,8,16.4,1054.888889,16.49090909,0.77,360,4
5538,03/06/1999,154,9,16.5,718.2222222,16.44242424,0.69,360,4
5539,03/06/1999,154,10,17.9,808,16.26969697,0.67,360,4
5540,03/06/1999,154,11,17.7,471.3333333,16.05757576,0.67,360,4
5541,03/06/1999,154,12,13.1,448.8888889,15.88484848,0.93,360,4
5542,03/06/1999,154,13,15.8,1346.666667,15.66363636,0.96,360,4
5543,03/06/1999,154,14,19.3,1638.444444,15.39090909,0.8,360,4
5544,03/06/1999,154,15,19.4,1066.111111,15.14848485,0.65,360,4
5545,03/06/1999,154,16,18.6,751.8888889,14.99090909,0.6,360,4
5546,03/06/1999,154,17,15.4,437.6666667,14.8030303,0.69,360,4
5547,03/06/1999,154,18,13.7,134.6666667,14.64242424,0.84,360,4
5548,03/06/1999,154,19,14.2,246.8888889,14.47575758,0.85,360,4
5549,03/06/1999,154,20,14.2,11.22222222,14.31515152,0.86,360,4
5550,03/06/1999,154,21,13.6,0,14.18181818,0.88,360,4
5551,03/06/1999,154,22,13.8,0,14.06969697,0.89,360,4
5552,03/06/1999,154,23,14.1,0,14.00606061,0.86,360,4
5553,03/06/1999,154,24,13.2,0,14.00606061,0.91,360,4
5554,04/06/1999,155,1,13.3,0,14.03636364,0.9,360,4.2
5555,04/06/1999,155,2,13,0,14.11212121,0.89,360,4.2
5556,04/06/1999,155,3,12.7,0,14.22121212,0.88,360,4.2
5557,04/06/1999,155,4,12.5,0,14.36060606,0.89,360,4.2
5558,04/06/1999,155,5,12.5,56.11111111,14.52727273,0.89,360,4.2
5559,04/06/1999,155,6,13,370.3333333,14.68181818,0.84,360,4.2
5560,04/06/1999,155,7,13.9,549.8888889,14.83939394,0.83,360,4.2
5561,04/06/1999,155,8,13.6,404,14.96060606,0.85,360,4.2
5562,04/06/1999,155,9,14.6,347.8888889,14.9969697,0.82,360,4.2
5563,04/06/1999,155,10,15,538.6666667,14.92727273,0.8,360,4.2
5564,04/06/1999,155,11,15.6,460.1111111,14.85454545,0.79,360,4.2
5565,04/06/1999,155,12,16,852.8888889,14.73333333,0.8,360,4.2
5566,04/06/1999,155,13,15,415.2222222,14.61212121,0.87,360,4.2
5567,04/06/1999,155,14,15.8,561.1111111,14.62727273,0.87,360,4.2
5568,04/06/1999,155,15,16,460.1111111,14.54848485,0.84,360,4.2
5569,04/06/1999,155,16,15.5,280.5555556,14.33636364,0.85,360,4.2
5570,04/06/1999,155,17,14.1,56.11111111,14.11515152,0.96,360,4.2
5571,04/06/1999,155,18,14.1,67.33333333,13.9030303,0.99,360,4.2
5572,04/06/1999,155,19,13.9,33.66666667,13.76363636,1,360,4.2
5573,04/06/1999,155,20,13.7,0,13.64848485,1,360,4.2
5574,04/06/1999,155,21,13.6,0,13.5030303,0.99,360,4.2
5575,04/06/1999,155,22,13.2,0,13.37272727,0.98,360,4.2
5576,04/06/1999,155,23,12.3,0,13.27575758,0.96,360,4.2
5577,04/06/1999,155,24,12.1,0,13.18787879,0.96,360,4.2
5578,05/06/1999,156,1,11.6,0,13.10909091,0.97,360,4.3
5579,05/06/1999,156,2,10.8,0,13.11515152,0.94,360,4.3
5580,05/06/1999,156,3,9.9,0,13.13030303,0.95,360,4.3
5581,05/06/1999,156,4,9.4,0,13.16969697,0.95,360,4.3
5582,05/06/1999,156,5,9.9,22.44444444,13.18484848,0.94,360,4.3
5583,05/06/1999,156,6,10.4,44.88888889,13.23939394,0.95,360,4.3
5584,05/06/1999,156,7,10.9,157.1111111,13.34242424,0.95,360,4.3
5585,05/06/1999,156,8,11.5,246.8888889,13.45757576,0.93,360,4.3
5586,05/06/1999,156,9,13.4,1088.555556,13.54242424,0.86,360,4.3
5587,05/06/1999,156,10,13.8,1391.555556,13.61818182,0.79,360,4.3
5588,05/06/1999,156,11,14.3,1200.777778,13.63636364,0.79,360,4.3
5589,05/06/1999,156,12,13.2,1032.444444,13.63939394,0.87,360,4.3
5590,05/06/1999,156,13,14.3,796.7777778,13.59393939,0.89,360,4.3
5591,05/06/1999,156,14,15.9,1739.444444,13.51515152,0.74,360,4.3
5592,05/06/1999,156,15,16.8,1245.666667,13.42727273,0.69,360,4.3
5593,05/06/1999,156,16,16.7,953.8888889,13.29393939,0.76,360,4.3
5594,05/06/1999,156,17,16.1,774.3333333,13.13333333,0.64,360,4.3
5595,05/06/1999,156,18,15.2,493.7777778,13,0.75,360,4.3
5596,05/06/1999,156,19,15.1,157.1111111,12.90606061,0.67,360,4.3
5597,05/06/1999,156,20,14.1,22.44444444,12.82424242,0.66,360,4.3
5598,05/06/1999,156,21,13.4,0,12.75454545,0.72,360,4.3
5599,05/06/1999,156,22,12.1,0,12.67272727,0.8,360,4.3
5600,05/06/1999,156,23,11.4,0,12.62121212,0.82,360,4.3
5601,05/06/1999,156,24,10.7,0,12.58787879,0.88,360,4.3
5602,06/06/1999,157,1,11.1,0,12.62424242,0.9,360,3.9
5603,06/06/1999,157,2,11,0,12.66363636,0.88,360,3.9
5604,06/06/1999,157,3,11.4,0,12.74545455,0.87,360,3.9
5605,06/06/1999,157,4,11.6,0,12.87575758,0.85,360,3.9
5606,06/06/1999,157,5,11,22.44444444,13.04848485,0.84,360,3.9
5607,06/06/1999,157,6,11.9,179.5555556,13.24545455,0.85,360,3.9
5608,06/06/1999,157,7,12.1,639.6666667,13.45151515,0.78,360,3.9
5609,06/06/1999,157,8,13.5,830.4444444,13.67878788,0.76,360,3.9
5610,06/06/1999,157,9,13.4,1189.555556,13.89393939,0.7,360,3.9
5611,06/06/1999,157,10,14.3,729.4444444,14.04242424,0.71,360,3.9
5612,06/06/1999,157,11,15.1,1032.444444,14.10909091,0.68,360,3.9
5613,06/06/1999,157,12,15.6,1256.888889,14.11212121,0.67,360,3.9
5614,06/06/1999,157,13,15.9,1537.444444,14.07575758,0.63,360,3.9
5615,06/06/1999,157,14,16.7,1133.444444,14.07575758,0.62,360,3.9
5616,06/06/1999,157,15,17.9,1189.555556,14.04545455,0.59,360,3.9
5617,06/06/1999,157,16,18,1054.888889,13.95151515,0.56,360,3.9
5618,06/06/1999,157,17,16.4,662.1111111,13.82424242,0.59,360,3.9
5619,06/06/1999,157,18,15.6,202,13.67272727,0.64,360,3.9
5620,06/06/1999,157,19,13.9,101,13.53030303,0.74,360,3.9
5621,06/06/1999,157,20,13.1,11.22222222,13.43030303,0.8,360,3.9
5622,06/06/1999,157,21,13.2,0,13.31818182,0.83,360,3.9
5623,06/06/1999,157,22,13.3,0,13.23636364,0.78,360,3.9
5624,06/06/1999,157,23,12.8,0,13.21515152,0.79,360,3.9
5625,06/06/1999,157,24,12.6,0,13.29393939,0.77,360,3.9
5626,07/06/1999,158,1,11.7,0,13.41212121,0.83,360,2.7
5627,07/06/1999,158,2,11.4,0,13.48484848,0.85,360,2.7
5628,07/06/1999,158,3,11.9,0,13.63333333,0.84,360,2.7
5629,07/06/1999,158,4,11.4,0,13.81818182,0.87,360,2.7
5630,07/06/1999,158,5,11.4,33.66666667,13.97575758,0.88,360,2.7
5631,07/06/1999,158,6,12.7,246.8888889,14.16060606,0.87,360,2.7
5632,07/06/1999,158,7,14.7,763.1111111,14.24242424,0.81,360,2.7
5633,07/06/1999,158,8,15.3,976.3333333,14.28181818,0.73,360,2.7
5634,07/06/1999,158,9,13.1,796.7777778,14.33939394,0.84,360,2.7
5635,07/06/1999,158,10,16,998.7777778,14.31515152,0.78,360,2.7
5636,07/06/1999,158,11,17.1,1346.666667,14.30909091,0.73,360,2.7
5637,07/06/1999,158,12,16.6,1111,14.26363636,0.73,360,2.7
5638,07/06/1999,158,13,17.7,1952.666667,14.16969697,0.64,360,2.7
5639,07/06/1999,158,14,13.7,482.5555556,14.04242424,0.87,360,2.7
5640,07/06/1999,158,15,13.2,246.8888889,13.86969697,0.9,360,2.7
5641,07/06/1999,158,16,14,673.3333333,13.63333333,0.86,360,2.7
5642,07/06/1999,158,17,12.7,426.4444444,13.35151515,0.82,360,2.7
5643,07/06/1999,158,18,13.2,314.2222222,13.09393939,0.83,360,2.7
5644,07/06/1999,158,19,12.8,325.4444444,12.88181818,0.8,360,2.7
5645,07/06/1999,158,20,12,33.66666667,12.68484848,0.88,360,2.7
5646,07/06/1999,158,21,11.4,0,12.50909091,0.86,360,2.7
5647,07/06/1999,158,22,10.2,0,12.37272727,0.91,360,2.7
5648,07/06/1999,158,23,8.9,0,12.26666667,0.92,360,2.7
5649,07/06/1999,158,24,8.6,0,12.17878788,0.95,360,2.7
5650,08/06/1999,159,1,9.5,0,12.17575758,0.96,360,2.4
5651,08/06/1999,159,2,9.4,0,12.18787879,0.95,360,2.4
5652,08/06/1999,159,3,9.1,0,12.23333333,0.95,360,2.4
5653,08/06/1999,159,4,8.1,0,12.29393939,0.96,360,2.4
5654,08/06/1999,159,5,8.6,101,12.4,0.95,360,2.4
5655,08/06/1999,159,6,9.7,258.1111111,12.50909091,0.88,360,2.4
5656,08/06/1999,159,7,10.4,336.6666667,12.61818182,0.82,360,2.4
5657,08/06/1999,159,8,12.7,953.8888889,12.68484848,0.74,360,2.4
5658,08/06/1999,159,9,13,1402.777778,12.68787879,0.61,360,2.4
5659,08/06/1999,159,10,13.2,1290.555556,12.65151515,0.48,360,2.4
5660,08/06/1999,159,11,13.4,1380.333333,12.65757576,0.51,360,2.4
5661,08/06/1999,159,12,15.4,1436.444444,12.56969697,0.48,360,2.4
5662,08/06/1999,159,13,15,1167.111111,12.43939394,0.49,360,2.4
5663,08/06/1999,159,14,15,976.3333333,12.28787879,0.48,360,2.4
5664,08/06/1999,159,15,14.9,1167.111111,12.1,0.53,360,2.4
5665,08/06/1999,159,16,14.8,628.4444444,12.02121212,0.51,360,2.4
5666,08/06/1999,159,17,14.1,707,11.95151515,0.56,360,2.4
5667,08/06/1999,159,18,13.3,112.2222222,11.85454545,0.61,360,2.4
5668,08/06/1999,159,19,13.1,112.2222222,11.7969697,0.65,360,2.4
5669,08/06/1999,159,20,12.8,22.44444444,11.72121212,0.7,360,2.4
5670,08/06/1999,159,21,11.6,0,11.63636364,0.76,360,2.4
5671,08/06/1999,159,22,11.5,0,11.59393939,0.74,360,2.4
5672,08/06/1999,159,23,11.1,0,11.62424242,0.78,360,2.4
5673,08/06/1999,159,24,10.9,0,11.72424242,0.79,360,2.4
5674,09/06/1999,160,1,10.8,0,11.91212121,0.79,360,1.2
5675,09/06/1999,160,2,10.8,0,12.16060606,0.79,360,1.2
5676,09/06/1999,160,3,10.7,0,12.4030303,0.78,360,1.2
5677,09/06/1999,160,4,10,0,12.64545455,0.85,360,1.2
5678,09/06/1999,160,5,10.6,44.88888889,12.90606061,0.87,360,1.2
5679,09/06/1999,160,6,12.4,179.5555556,13.18484848,0.78,360,1.2
5680,09/06/1999,160,7,13.5,426.4444444,13.50606061,0.67,360,1.2
5681,09/06/1999,160,8,15.1,852.8888889,13.76363636,0.6,360,1.2
5682,09/06/1999,160,9,16.8,1369.111111,13.98787879,0.56,360,1.2
5683,09/06/1999,160,10,17.5,1223.222222,14.15151515,0.55,360,1.2
5684,09/06/1999,160,11,17.4,931.4444444,14.28484848,0.53,360,1.2
5685,09/06/1999,160,12,17.7,1021.222222,14.37878788,0.5,360,1.2
